person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
23,74000,RENT,1.0,VENTURE,D,15000,15.65,0.2,N,2,yes
29,12000,OWN,0.0,HOMEIMPROVEMENT,B,4500,11.14,0.38,N,6,yes
25,65000,MORTGAGE,0.0,VENTURE,A,12000,7.9,0.18,N,4,no
28,40000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,19200,9.91,0.48,N,6,no
39,310400,MORTGAGE,13.0,DEBTCONSOLIDATION,D,15000,15.65,0.05,Y,11,yes
23,29000,RENT,7.0,PERSONAL,C,6000,13.61,0.21,N,4,no
33,65000,RENT,17.0,VENTURE,C,12000,,0.18,N,8,no
21,115000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,20000,10.83,0.17,N,4,no
22,74000,RENT,6.0,VENTURE,B,8500,11.71,0.11,N,4,no
22,31000,RENT,5.0,MEDICAL,B,5550,11.36,0.18,N,3,yes
23,69000,RENT,7.0,MEDICAL,A,6000,7.88,0.09,N,2,no
23,90000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.57,0.22,N,4,no
27,32000,OTHER,10.0,EDUCATION,C,15000,,0.47,N,7,yes
23,67000,MORTGAGE,1.0,EDUCATION,E,16000,16.32,0.24,Y,2,no
29,66996,MORTGAGE,1.0,PERSONAL,A,9000,8.94,0.13,N,7,no
25,30000,MORTGAGE,9.0,VENTURE,A,3000,,0.1,N,4,no
22,77182,RENT,6.0,EDUCATION,C,6800,13.22,0.09,N,3,no
25,105897,MORTGAGE,9.0,MEDICAL,B,25000,11.36,0.24,N,3,no
25,102000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,11200,7.91,0.11,N,4,no
25,34000,MORTGAGE,2.0,MEDICAL,C,15450,11.22,0.45,Y,4,yes
33,118000,MORTGAGE,12.0,DEBTCONSOLIDATION,D,35000,17.49,0.3,Y,7,yes
34,39312,RENT,5.0,PERSONAL,D,10000,15.7,0.25,N,7,no
30,34046,RENT,2.0,MEDICAL,D,12000,14.96,0.35,Y,6,yes
21,47000,MORTGAGE,5.0,PERSONAL,A,7000,7.14,0.15,N,3,no
26,48000,RENT,4.0,MEDICAL,A,24000,,0.5,N,3,yes
22,98656,MORTGAGE,3.0,EDUCATION,C,7500,13.06,0.08,Y,3,yes
27,185300,MORTGAGE,11.0,MEDICAL,D,35000,,0.16,Y,5,yes
24,45000,MORTGAGE,5.0,PERSONAL,A,10000,5.79,0.22,N,4,no
42,32000,RENT,5.0,PERSONAL,B,10000,11.71,0.31,N,11,yes
24,68000,RENT,5.0,PERSONAL,D,25000,14.09,0.37,Y,3,yes
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,0.38,N,2,yes
25,67000,MORTGAGE,9.0,PERSONAL,C,25000,10.91,0.37,N,3,yes
39,403750,MORTGAGE,10.0,MEDICAL,B,35000,,0.07,N,11,yes
35,58000,MORTGAGE,4.0,MEDICAL,D,15000,13.99,0.26,Y,9,yes
23,12000,RENT,0.0,EDUCATION,A,2000,7.74,0.17,N,4,yes
21,25200,MORTGAGE,0.0,PERSONAL,C,6500,14.26,0.26,Y,2,yes
29,338000,RENT,3.0,HOMEIMPROVEMENT,F,24000,17.8,0.07,N,8,yes
23,44400,RENT,4.0,VENTURE,D,5000,16.29,0.11,Y,4,yes
29,96050,MORTGAGE,7.0,MEDICAL,C,15200,13.85,0.13,Y,5,yes
25,55000,MORTGAGE,4.0,MEDICAL,D,9000,16.77,0.16,Y,2,yes
23,26000,RENT,3.0,DEBTCONSOLIDATION,A,2700,7.29,0.1,N,3,no
36,82000,RENT,12.0,HOMEIMPROVEMENT,C,18000,13.22,0.22,N,17,no
37,54538,MORTGAGE,21.0,VENTURE,B,20000,,0.37,N,15,no
31,36000,RENT,5.0,HOMEIMPROVEMENT,E,13000,20.3,0.36,Y,5,yes
23,75000,MORTGAGE,6.0,EDUCATION,A,5000,6.03,0.07,N,4,no
32,38052,RENT,16.0,VENTURE,B,3000,11.49,0.08,N,6,no
21,26000,RENT,2.0,EDUCATION,E,7750,16.7,0.3,N,3,yes
26,42000,RENT,2.0,EDUCATION,C,4800,14.27,0.11,Y,2,yes
25,30000,OWN,9.0,VENTURE,D,7000,,0.23,N,3,no
33,30000,RENT,11.0,MEDICAL,C,10000,11.03,0.33,N,6,yes
25,12732,RENT,,HOMEIMPROVEMENT,C,1550,15.27,0.12,N,2,yes
22,30000,RENT,5.0,PERSONAL,C,10000,13.98,0.33,Y,2,yes
24,43000,MORTGAGE,1.0,PERSONAL,D,4000,17.49,0.09,N,3,yes
28,170000,MORTGAGE,4.0,EDUCATION,D,20000,,0.12,Y,10,no
30,98000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,35000,10.59,0.36,N,8,yes
33,36000,RENT,1.0,MEDICAL,C,6000,13.22,0.17,Y,8,no
36,52000,RENT,2.0,DEBTCONSOLIDATION,C,7000,13.85,0.13,N,11,yes
22,22800,MORTGAGE,0.0,EDUCATION,A,3000,8.94,0.13,N,4,no
38,37500,OTHER,0.0,EDUCATION,C,12000,13.47,0.32,Y,16,yes
30,350000,OWN,3.0,PERSONAL,A,32000,6.62,0.09,N,7,no
29,36000,RENT,1.0,VENTURE,B,12000,12.21,0.33,N,10,yes
44,62000,RENT,11.0,DEBTCONSOLIDATION,A,11000,8.07,0.18,N,16,no
24,100000,MORTGAGE,2.0,EDUCATION,B,7700,10.74,0.08,N,2,no
66,43000,RENT,17.0,DEBTCONSOLIDATION,D,22250,14.59,0.52,Y,23,yes
27,21600,RENT,0.0,HOMEIMPROVEMENT,D,6000,18.07,0.28,N,7,yes
22,38000,MORTGAGE,5.0,EDUCATION,B,4200,9.25,0.11,N,2,no
32,125000,MORTGAGE,4.0,EDUCATION,A,9000,6.62,0.07,N,10,no
25,108000,MORTGAGE,9.0,PERSONAL,B,4800,12.42,0.04,N,4,no
40,187000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.9,0.05,N,17,no
27,57996,RENT,11.0,EDUCATION,B,7500,12.21,0.13,N,10,no
30,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,,0.12,N,10,no
28,37500,RENT,10.0,PERSONAL,A,2400,7.66,0.06,N,5,no
22,74000,MORTGAGE,4.0,PERSONAL,D,15000,15.05,0.2,N,3,yes
24,64000,RENT,8.0,HOMEIMPROVEMENT,C,1300,13.49,0.02,N,3,yes
26,44000,RENT,10.0,DEBTCONSOLIDATION,D,14000,14.83,0.32,N,2,yes
23,87000,MORTGAGE,4.0,EDUCATION,C,10000,,0.11,N,4,no
25,81600,MORTGAGE,9.0,EDUCATION,C,13000,13.23,0.16,Y,4,no
28,71000,RENT,0.0,HOMEIMPROVEMENT,D,3200,14.61,0.05,Y,5,yes
34,91000,MORTGAGE,19.0,VENTURE,B,15000,,0.16,N,10,no
56,19200,RENT,0.0,VENTURE,B,6025,11.71,0.31,N,19,yes
25,75000,MORTGAGE,4.0,VENTURE,D,20000,14.09,0.27,Y,4,no
24,60000,OWN,9.0,HOMEIMPROVEMENT,B,15000,11.83,0.25,N,3,no
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,0.28,N,3,yes
24,57000,MORTGAGE,9.0,MEDICAL,C,6500,13.04,0.11,Y,4,yes
25,52000,RENT,1.0,EDUCATION,B,20000,11.36,0.38,N,4,yes
38,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,10000,11.22,0.33,Y,14,no
33,81000,OWN,4.0,PERSONAL,A,12000,6.17,0.15,N,8,no
26,36400,RENT,3.0,MEDICAL,A,5000,8.9,0.14,N,4,no
22,83000,RENT,2.0,PERSONAL,D,16000,,0.19,N,3,yes
23,42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0.14,N,3,no
23,35000,RENT,2.0,HOMEIMPROVEMENT,B,4000,12.18,0.11,N,4,yes
50,69000,RENT,8.0,DEBTCONSOLIDATION,D,15000,,0.22,N,17,yes
29,52000,RENT,2.0,HOMEIMPROVEMENT,D,11000,15.62,0.21,Y,10,yes
33,30000,RENT,0.0,DEBTCONSOLIDATION,B,1600,10.25,0.05,N,9,no
28,30000,RENT,13.0,MEDICAL,B,14800,11.14,0.49,N,7,yes
28,96000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,11250,17.58,0.12,N,5,no
24,27000,RENT,0.0,DEBTCONSOLIDATION,C,10000,12.73,0.37,N,2,yes
24,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5000,13.48,0.17,Y,2,yes
27,44000,OWN,4.0,PERSONAL,C,2000,13.35,0.05,N,5,no
26,79560,MORTGAGE,10.0,DEBTCONSOLIDATION,B,8000,12.53,0.1,N,4,no
24,65000,RENT,4.0,MEDICAL,B,10000,10.25,0.15,N,3,no
29,43738,RENT,1.0,MEDICAL,A,14000,7.88,0.32,N,6,yes
23,21360,RENT,0.0,PERSONAL,A,7500,7.14,0.35,N,3,yes
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,0.37,N,2,yes
29,28000,RENT,2.0,PERSONAL,D,5000,16.07,0.18,N,8,yes
29,30288,RENT,13.0,PERSONAL,C,13000,14.35,0.43,N,8,yes
23,29000,RENT,5.0,EDUCATION,A,6000,7.88,0.21,N,3,yes
25,45000,OWN,0.0,EDUCATION,C,6500,10.28,0.14,Y,2,no
22,21600,RENT,1.0,HOMEIMPROVEMENT,D,2400,16.29,0.11,N,4,yes
25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,0.33,N,2,yes
30,200000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,21600,13.11,0.11,N,8,no
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,0.03,N,2,yes
35,40800,RENT,5.0,VENTURE,A,5000,6.54,0.12,N,5,no
41,103000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,20000,14.61,0.19,Y,16,yes
23,62050,RENT,1.0,MEDICAL,E,17800,16.35,0.24,Y,3,yes
40,62000,MORTGAGE,17.0,DEBTCONSOLIDATION,A,2600,7.66,0.04,N,14,no
24,40000,MORTGAGE,3.0,VENTURE,A,5000,8.59,0.13,N,3,no
23,68000,MORTGAGE,4.0,EDUCATION,A,1000,8.0,0.01,N,3,no
35,17640,OWN,,PERSONAL,D,4000,16.29,0.23,N,8,yes
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0.21,N,2,no
25,74000,RENT,3.0,VENTURE,F,10000,18.43,0.14,Y,3,yes
31,85000,OTHER,4.0,HOMEIMPROVEMENT,B,16000,11.89,0.19,N,10,no
23,16800,RENT,0.0,DEBTCONSOLIDATION,B,1950,10.37,0.12,N,2,no
30,139008,MORTGAGE,2.0,EDUCATION,C,15000,13.47,0.11,N,6,no
24,24000,RENT,0.0,PERSONAL,D,7000,15.62,0.29,N,2,yes
36,32000,RENT,2.0,MEDICAL,E,2400,18.79,0.07,N,14,yes
27,14400,RENT,3.0,EDUCATION,F,2500,18.3,0.17,N,7,yes
23,56000,RENT,3.0,DEBTCONSOLIDATION,A,11000,7.49,0.2,N,4,no
30,70000,MORTGAGE,4.0,MEDICAL,B,10200,12.42,0.15,N,6,no
26,45000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,6.99,0.18,N,2,no
23,64000,RENT,3.0,VENTURE,D,10000,,0.16,Y,3,yes
21,15600,RENT,0.0,MEDICAL,A,2800,7.4,0.18,N,4,yes
26,59000,RENT,1.0,HOMEIMPROVEMENT,D,12000,,0.2,N,4,yes
29,65000,RENT,4.0,PERSONAL,D,12000,16.49,0.18,N,7,no
44,82000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8400,12.84,0.1,Y,17,yes
23,54000,RENT,1.0,VENTURE,B,20000,11.83,0.37,N,2,yes
21,34500,RENT,2.0,HOMEIMPROVEMENT,D,11500,15.31,0.33,N,2,yes
34,25480,RENT,6.0,MEDICAL,D,5000,12.8,0.2,N,5,yes
27,31850,MORTGAGE,8.0,VENTURE,B,14125,10.65,0.44,N,8,no
23,80000,RENT,2.0,MEDICAL,C,16000,13.85,0.2,N,3,no
27,35000,RENT,11.0,MEDICAL,D,12500,15.65,0.36,Y,8,yes
23,54000,RENT,1.0,EDUCATION,D,10000,14.42,0.19,N,3,yes
27,116899,MORTGAGE,12.0,DEBTCONSOLIDATION,B,12000,10.75,0.1,N,7,yes
23,143000,RENT,2.0,MEDICAL,A,16000,6.03,0.11,N,2,no
23,120000,RENT,1.0,EDUCATION,B,25600,12.69,0.21,N,3,no
28,118000,RENT,7.0,DEBTCONSOLIDATION,A,4800,8.9,0.04,N,6,no
38,65000,RENT,6.0,PERSONAL,C,7500,12.29,0.12,Y,13,no
26,61000,MORTGAGE,3.0,PERSONAL,B,7500,10.25,0.12,N,4,no
34,57000,RENT,7.0,DEBTCONSOLIDATION,C,4800,,0.08,Y,10,yes
22,14400,RENT,2.0,VENTURE,E,1000,16.69,0.07,Y,3,yes
28,116000,MORTGAGE,12.0,VENTURE,A,14000,7.51,0.12,N,6,no
25,18000,RENT,1.0,PERSONAL,B,5500,11.71,0.31,N,2,yes
44,80100,MORTGAGE,16.0,MEDICAL,B,8000,10.38,0.1,N,16,no
22,30000,RENT,1.0,DEBTCONSOLIDATION,E,6400,16.0,0.21,N,3,yes
49,69000,RENT,0.0,HOMEIMPROVEMENT,D,16000,14.96,0.23,Y,12,yes
24,24000,RENT,3.0,PERSONAL,B,12000,10.36,0.5,N,4,yes
34,25200,RENT,,VENTURE,A,3000,7.66,0.12,N,8,no
37,44000,RENT,12.0,VENTURE,C,3500,13.61,0.08,N,15,no
25,74004,RENT,2.0,PERSONAL,E,20000,15.95,0.27,Y,4,yes
23,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,16500,7.49,0.25,N,4,no
43,93000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,7500,12.86,0.08,Y,15,yes
22,51000,RENT,5.0,EDUCATION,B,20000,12.53,0.39,N,3,yes
23,57700,MORTGAGE,7.0,PERSONAL,B,3500,10.65,0.06,N,2,no
25,61800,OWN,1.0,VENTURE,A,4000,7.75,0.06,N,4,no
25,36000,RENT,2.0,MEDICAL,A,10000,7.49,0.28,N,4,no
29,54000,RENT,0.0,PERSONAL,D,10000,14.96,0.19,N,9,yes
37,145124,MORTGAGE,21.0,PERSONAL,B,11375,10.99,0.08,N,14,yes
22,30000,RENT,4.0,HOMEIMPROVEMENT,D,8500,15.05,0.28,Y,4,yes
24,67746,RENT,8.0,HOMEIMPROVEMENT,C,33000,12.68,0.49,N,3,yes
27,223000,RENT,4.0,EDUCATION,D,12000,14.96,0.05,N,6,yes
28,65000,MORTGAGE,2.0,MEDICAL,A,7500,7.29,0.12,N,8,no
25,32400,RENT,1.0,EDUCATION,C,2000,14.35,0.06,N,2,yes
37,63000,RENT,2.0,DEBTCONSOLIDATION,B,11000,,0.17,N,16,no
22,55000,RENT,7.0,EDUCATION,B,6000,9.25,0.11,N,3,no
25,120000,RENT,1.0,HOMEIMPROVEMENT,A,12000,,0.1,N,3,no
22,46610,RENT,6.0,DEBTCONSOLIDATION,B,18000,10.71,0.39,N,3,yes
24,71000,MORTGAGE,6.0,EDUCATION,B,5000,10.39,0.07,N,2,yes
37,42000,MORTGAGE,0.0,MEDICAL,C,3000,15.23,0.07,Y,11,no
25,77000,RENT,9.0,VENTURE,B,19200,,0.25,N,3,no
24,60000,RENT,6.0,HOMEIMPROVEMENT,C,15000,13.99,0.25,N,4,no
29,75000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,4200,10.99,0.06,N,6,no
27,92000,MORTGAGE,11.0,EDUCATION,B,18000,11.48,0.2,N,8,no
24,29000,RENT,2.0,MEDICAL,D,2500,,0.09,N,4,yes
35,85000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,21000,7.49,0.25,N,9,no
26,50000,RENT,0.0,MEDICAL,C,13000,12.09,0.26,N,3,no
22,20000,RENT,5.0,EDUCATION,C,3500,13.11,0.17,N,3,no
22,80000,RENT,3.0,EDUCATION,C,20000,13.98,0.25,Y,4,no
22,89000,MORTGAGE,6.0,VENTURE,B,20000,10.99,0.22,N,4,no
44,49510,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4000,10.62,0.08,N,14,no
28,57936,RENT,2.0,MEDICAL,D,13650,14.42,0.24,N,10,yes
30,30000,RENT,1.0,PERSONAL,B,14500,,0.48,N,8,yes
29,59000,RENT,3.0,HOMEIMPROVEMENT,B,7500,9.99,0.13,N,8,yes
28,28320,RENT,4.0,VENTURE,D,8700,14.61,0.31,N,8,yes
23,54000,MORTGAGE,3.0,VENTURE,B,10000,9.88,0.19,N,2,no
25,85000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,12000,14.65,0.14,N,2,no
22,60000,MORTGAGE,1.0,EDUCATION,C,7500,11.66,0.13,N,2,no
46,40452,OWN,4.0,EDUCATION,B,4000,11.71,0.1,N,17,no
23,15600,RENT,0.0,VENTURE,D,1200,14.91,0.08,N,4,yes
31,77940,MORTGAGE,3.0,DEBTCONSOLIDATION,B,16250,10.99,0.21,N,10,no
24,97750,MORTGAGE,0.0,MEDICAL,E,24000,17.39,0.21,Y,3,yes
22,48000,RENT,6.0,EDUCATION,B,8050,10.0,0.17,N,2,no
36,90000,OWN,4.0,HOMEIMPROVEMENT,A,3800,6.03,0.04,N,14,no
28,39000,RENT,3.0,VENTURE,B,5000,10.25,0.13,N,10,no
32,95000,MORTGAGE,2.0,PERSONAL,A,5000,7.51,0.05,N,10,no
28,37500,RENT,4.0,DEBTCONSOLIDATION,C,12000,,0.32,N,9,yes
27,50000,MORTGAGE,3.0,VENTURE,B,15000,9.88,0.3,N,8,no
32,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,20000,,0.38,N,9,no
25,216000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,25000,16.07,0.12,N,2,no
23,50000,RENT,1.0,VENTURE,B,25000,11.83,0.5,N,4,yes
29,15000,RENT,,DEBTCONSOLIDATION,D,2600,16.29,0.17,N,10,yes
28,130000,MORTGAGE,1.0,EDUCATION,D,5600,15.65,0.04,N,9,no
27,78000,MORTGAGE,5.0,PERSONAL,B,6775,10.59,0.09,N,5,yes
27,34928,RENT,1.0,HOMEIMPROVEMENT,E,11500,16.0,0.33,N,5,yes
44,30000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4500,15.62,0.15,N,15,yes
25,30900,RENT,1.0,VENTURE,D,4000,12.61,0.13,N,3,yes
22,64000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,,0.09,N,2,yes
26,14400,RENT,1.0,VENTURE,B,3000,,0.21,N,2,yes
25,78000,MORTGAGE,7.0,VENTURE,C,9000,11.78,0.12,Y,2,yes
30,100000,MORTGAGE,0.0,PERSONAL,D,30000,16.77,0.3,Y,6,no
23,30000,RENT,3.0,MEDICAL,D,3000,15.2,0.1,Y,2,yes
27,58000,RENT,1.0,VENTURE,B,8000,11.36,0.14,N,7,no
28,34000,OWN,5.0,MEDICAL,C,7000,13.35,0.21,Y,8,no
23,40000,MORTGAGE,1.0,PERSONAL,A,4000,7.14,0.1,N,3,no
24,38272,RENT,1.0,VENTURE,C,15250,14.17,0.4,Y,2,yes
33,10080,OWN,11.0,VENTURE,A,7200,6.03,0.71,N,8,yes
21,44000,RENT,5.0,MEDICAL,A,7500,7.9,0.17,N,3,yes
28,78408,MORTGAGE,,EDUCATION,C,6000,15.23,0.08,N,8,no
33,94896,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3500,11.89,0.04,N,7,no
32,63235,RENT,3.0,HOMEIMPROVEMENT,B,25000,10.25,0.4,N,8,yes
28,44104,RENT,4.0,VENTURE,B,15000,,0.34,N,10,yes
25,72000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.9,0.11,N,4,no
24,58650,RENT,4.0,MEDICAL,D,9500,16.49,0.14,N,3,yes
22,50000,RENT,2.0,DEBTCONSOLIDATION,B,18400,9.99,0.37,N,2,yes
36,25000,RENT,4.0,MEDICAL,D,8000,15.65,0.32,N,13,yes
38,84000,MORTGAGE,5.0,VENTURE,B,15000,9.63,0.18,N,16,no
28,58200,RENT,11.0,EDUCATION,E,20500,16.82,0.35,Y,5,yes
31,30000,RENT,1.0,HOMEIMPROVEMENT,B,15000,10.0,0.5,N,6,yes
33,75653,RENT,2.0,MEDICAL,F,20000,17.58,0.22,N,8,yes
31,88000,MORTGAGE,11.0,VENTURE,D,14000,17.58,0.16,N,7,no
22,34000,RENT,3.0,DEBTCONSOLIDATION,A,5000,8.0,0.15,N,4,no
34,28000,OWN,1.0,VENTURE,B,3000,9.99,0.11,N,10,no
26,21000,OWN,4.0,EDUCATION,C,8000,13.79,0.38,Y,3,no
22,26000,RENT,0.0,DEBTCONSOLIDATION,C,9000,12.73,0.35,N,4,yes
29,81000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,12000,,0.15,N,6,yes
23,120000,RENT,2.0,EDUCATION,A,5000,,0.04,N,4,no
28,13500,OWN,0.0,VENTURE,A,6700,9.63,0.5,N,8,yes
22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,0.08,Y,3,yes
21,19200,RENT,0.0,PERSONAL,B,3000,10.99,0.16,N,2,yes
31,43200,RENT,,MEDICAL,B,1000,10.74,0.02,N,9,no
21,49000,MORTGAGE,4.0,MEDICAL,B,2000,11.99,0.04,N,2,yes
27,19200,OWN,3.0,PERSONAL,A,8000,8.9,0.42,N,8,yes
32,37992,RENT,3.0,VENTURE,E,5000,16.35,0.13,N,5,no
26,71400,RENT,10.0,MEDICAL,D,16000,,0.19,Y,4,yes
25,32000,RENT,2.0,DEBTCONSOLIDATION,B,8000,10.62,0.25,N,3,no
24,32000,RENT,4.0,MEDICAL,A,12000,7.51,0.38,N,2,yes
24,32000,RENT,1.0,HOMEIMPROVEMENT,C,6000,13.49,0.19,N,3,yes
54,120000,MORTGAGE,4.0,PERSONAL,A,17625,7.49,0.15,N,20,no
27,90000,RENT,0.0,MEDICAL,B,8000,10.99,0.09,N,10,no
23,47000,RENT,5.0,VENTURE,B,16500,10.62,0.35,N,3,yes
22,160000,RENT,0.0,VENTURE,A,10000,8.94,0.06,N,3,no
31,138000,RENT,0.0,PERSONAL,D,24000,15.65,0.17,Y,5,yes
25,54000,RENT,0.0,HOMEIMPROVEMENT,C,10000,15.23,0.19,N,4,yes
26,59000,RENT,10.0,MEDICAL,A,20000,6.17,0.34,N,3,yes
22,75000,MORTGAGE,6.0,VENTURE,D,25000,15.57,0.33,Y,4,yes
27,50000,OWN,9.0,EDUCATION,A,3000,7.75,0.06,N,6,no
31,42000,MORTGAGE,0.0,EDUCATION,D,21000,12.36,0.5,N,7,yes
28,47000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9000,12.42,0.19,N,8,no
28,36000,RENT,3.0,MEDICAL,D,9600,14.61,0.27,Y,10,yes
33,25000,RENT,,DEBTCONSOLIDATION,C,8500,13.43,0.34,N,6,yes
20,77000,MORTGAGE,4.0,VENTURE,A,6000,8.0,0.08,N,2,no
27,41000,RENT,4.0,DEBTCONSOLIDATION,C,8000,12.84,0.2,Y,10,yes
31,113000,RENT,1.0,HOMEIMPROVEMENT,D,9600,14.91,0.08,Y,7,yes
22,43000,RENT,6.0,EDUCATION,B,13500,10.95,0.31,N,4,yes
33,85000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,7.14,0.09,N,8,no
22,9600,RENT,0.0,VENTURE,A,1500,7.29,0.16,N,2,yes
31,29640,RENT,4.0,DEBTCONSOLIDATION,D,6250,14.96,0.21,N,7,yes
34,42240,RENT,3.0,PERSONAL,C,8775,13.06,0.21,Y,6,no
22,51996,RENT,4.0,PERSONAL,B,3500,9.62,0.07,N,2,no
23,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2000,10.99,0.05,N,4,no
23,30000,RENT,2.0,HOMEIMPROVEMENT,D,10000,15.31,0.33,Y,4,yes
26,36000,MORTGAGE,10.0,PERSONAL,B,10000,9.88,0.28,N,3,no
27,45000,RENT,10.0,MEDICAL,D,7600,14.59,0.17,N,7,yes
23,46000,RENT,2.0,PERSONAL,F,12800,19.41,0.28,Y,2,yes
25,80000,MORTGAGE,0.0,VENTURE,A,12000,6.91,0.15,N,2,no
33,30000,RENT,0.0,DEBTCONSOLIDATION,A,6500,8.49,0.22,N,10,no
34,148750,RENT,3.0,MEDICAL,A,12000,7.9,0.07,N,8,yes
37,32400,OWN,0.0,EDUCATION,D,8000,15.99,0.25,N,12,no
25,67147,RENT,9.0,MEDICAL,D,3000,16.02,0.04,Y,4,yes
27,52600,MORTGAGE,2.0,PERSONAL,D,21600,17.27,0.41,N,9,yes
30,34000,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.57,0.07,N,5,yes
27,64200,RENT,2.0,PERSONAL,B,4000,9.25,0.06,N,5,no
32,190000,RENT,8.0,EDUCATION,A,15000,9.63,0.08,N,7,no
26,87000,RENT,6.0,MEDICAL,A,15000,5.99,0.17,N,2,no
25,13440,RENT,3.0,MEDICAL,A,6000,7.49,0.45,N,3,yes
27,39996,RENT,3.0,PERSONAL,D,10000,15.37,0.25,Y,8,no
25,18000,RENT,2.0,MEDICAL,A,6500,,0.36,N,3,yes
39,42000,RENT,4.0,MEDICAL,C,6500,13.99,0.15,Y,14,no
24,44000,RENT,0.0,MEDICAL,A,8500,7.51,0.19,N,4,no
25,21500,RENT,2.0,MEDICAL,C,7500,11.34,0.35,Y,3,yes
30,32040,RENT,,PERSONAL,C,13275,,0.41,Y,6,yes
39,75000,RENT,0.0,VENTURE,A,8000,6.54,0.11,N,15,no
22,70000,MORTGAGE,6.0,EDUCATION,D,16000,16.32,0.23,Y,2,no
36,19200,OWN,0.0,HOMEIMPROVEMENT,C,4500,13.49,0.23,Y,14,yes
29,21996,RENT,4.0,DEBTCONSOLIDATION,C,2500,13.11,0.11,Y,8,yes
24,243600,MORTGAGE,6.0,MEDICAL,A,12000,6.03,0.05,N,3,no
30,43000,RENT,1.0,MEDICAL,A,3200,8.0,0.07,N,5,no
26,47000,RENT,7.0,MEDICAL,A,15000,7.9,0.32,N,4,yes
26,52000,MORTGAGE,6.0,PERSONAL,A,6500,6.76,0.13,N,4,no
29,142000,OWN,14.0,EDUCATION,B,24250,11.48,0.17,N,7,no
23,95000,MORTGAGE,3.0,MEDICAL,A,9950,8.49,0.1,N,4,no
42,55392,RENT,17.0,DEBTCONSOLIDATION,D,7000,15.95,0.13,Y,15,yes
28,76113,RENT,,HOMEIMPROVEMENT,C,14500,12.61,0.19,N,7,yes
38,67000,RENT,6.0,HOMEIMPROVEMENT,D,13000,,0.19,N,17,no
23,49029,RENT,1.0,MEDICAL,A,9000,,0.18,N,2,yes
37,63000,RENT,1.0,DEBTCONSOLIDATION,C,3200,,0.05,N,11,no
22,74000,MORTGAGE,6.0,MEDICAL,A,4000,6.99,0.05,N,4,no
25,35280,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,0.14,N,3,yes
46,336000,OWN,11.0,EDUCATION,B,9000,11.49,0.03,N,14,no
27,115000,MORTGAGE,0.0,MEDICAL,A,12000,7.29,0.1,N,6,no
23,44004,RENT,0.0,VENTURE,E,12000,16.0,0.27,N,2,yes
24,56400,RENT,0.0,EDUCATION,E,4000,14.75,0.07,Y,2,yes
29,56200,RENT,0.0,EDUCATION,E,7725,13.75,0.14,N,6,yes
29,45000,RENT,7.0,MEDICAL,B,10000,,0.22,N,5,no
28,44000,RENT,5.0,PERSONAL,C,16000,13.48,0.36,N,6,yes
28,31000,RENT,3.0,PERSONAL,D,6000,15.33,0.19,N,9,no
25,44400,RENT,6.0,EDUCATION,C,2350,13.98,0.05,Y,3,no
